query_id,query_text,category,difficulty_label,reference_answer,small_model_answer,large_model_answer,small_model_correct,large_model_correct,routing_label
q0217,"Correct the sentence: ""Me and him went to the store yesterday.""",language_grammar,medium,"""He and I went to the store yesterday,"" correcting the pronoun case for subject position.",,,,,
q0218,"If a company's revenue is $500,000 and its expenses are $350,000, what is its profit margin?",business_finance,medium,"30%. Profit = 500,000 - 350,000 = 150,000; margin = 150,000 / 500,000 = 0.30",,,,,
q0219,"What is compound interest, and how does it differ from simple interest?",business_finance,medium,"Compound interest is calculated on both the initial principal and the accumulated interest from previous periods, causing growth to accelerate over time, whereas simple interest is calculated only on the original principal, growing linearly.",,,,,
q0220,"If you invest $2,000 at a 5% annual simple interest rate, how much interest will you earn after 3 years?",business_finance,medium,"$300, since Interest = P x r x t = 2000 x 0.05 x 3",,,,,
q0221,What is the break-even point in business terms?,business_finance,medium,"The point at which total revenue equals total costs, meaning the business is neither making a profit nor a loss.",,,,,
q0222,"Explain the difference between a fixed cost and a variable cost, with an example of each.",business_finance,medium,"A fixed cost stays constant regardless of production volume, such as rent, while a variable cost changes in proportion to production volume, such as raw materials.",,,,,
q0223,"If a company's current assets are $200,000 and current liabilities are $100,000, what is its current ratio, and what does it indicate?",business_finance,medium,"The current ratio is 2.0 (200,000 / 100,000), indicating the company has twice as many current assets as current liabilities, generally suggesting good short-term liquidity.",,,,,
q0224,Why might a company choose to finance growth through debt rather than issuing new equity?,business_finance,medium,"Debt financing can be cheaper, since interest is often tax-deductible, and it avoids diluting ownership or giving up control of the company, though it does add fixed repayment obligations and financial risk.",,,,,
q0225,What does it mean if a company has negative cash flow but positive net income?,business_finance,medium,"It means the company is profitable on paper, with accounting income exceeding expenses, but is not generating enough actual cash, often due to factors like large amounts of revenue tied up in accounts receivable or significant non-cash expenses and investments.",,,,,
q0226,"You have a 3-liter jug and a 5-liter jug, with no other markings. How can you measure exactly 4 liters of water?",everyday_commonsense,medium,"Fill the 5-liter jug fully, pour it into the 3-liter jug until full, leaving 2 liters in the 5L jug. Empty the 3L jug, pour the remaining 2 liters into the 3L jug, then fill the 5L jug again and pour into the 3L jug until it's full, which needs only 1 more liter, leaving exactly 4 liters in the 5L jug.",,,,,
q0227,"You need to charge your phone before leaving in 30 minutes, but you only have a charger that takes 2 hours for a full charge. What should you do?",everyday_commonsense,medium,"Plug the phone in for the available 30 minutes to get a partial charge; a partial charge is better than none, and you might also consider bringing a portable charger or charging in the car while traveling.",,,,,
q0228,Why is it generally a bad idea to leave perishable food out of the refrigerator for several hours?,everyday_commonsense,medium,"Bacteria multiply rapidly at room temperature, in the so-called danger zone between about 40 and 140 degrees Fahrenheit, increasing the risk of foodborne illness the longer perishable food sits unrefrigerated.",,,,,
q0229,"If you're planning a picnic and the weather forecast shows a 70% chance of rain, what should you consider doing?",everyday_commonsense,medium,"Consider having a backup indoor location, bringing rain gear or umbrellas, or rescheduling, since a 70% chance indicates rain is quite likely.",,,,,
q0230,Why do we set clocks forward or backward for daylight saving time in many regions?,everyday_commonsense,medium,"To make better use of natural daylight during longer summer days by shifting an hour of daylight from morning to evening, though the practice's benefits, such as energy savings, are debated today.",,,,,
q0231,Is it ethical to break a promise if keeping it would cause significant harm to someone? Explain your reasoning.,philosophy_ethics,medium,"This is debated: a strict deontological view holds that promises should generally be kept because trust and duty matter regardless of consequences, while a consequentialist view holds that preventing significant harm can justify breaking a promise, since outcomes matter most. Most people adopt a middle ground, weighing the severity of harm against the importance of the commitment.",,,,,
q0232,"What is the ""trolley problem,"" and what ethical tension does it illustrate?",philosophy_ethics,medium,"The trolley problem asks whether it's ethical to divert a runaway trolley to kill one person instead of five. It illustrates the tension between consequentialist reasoning, which favors minimizing total harm, and deontological reasoning, which holds there is a moral difference between actively causing harm and merely allowing it to happen.",,,,,
q0233,"Is it more important to be honest or to be kind, when the two conflict? Explain a reasonable position.",philosophy_ethics,medium,"There is no universal answer, but many ethical frameworks favor tactful honesty, being truthful while choosing compassionate framing and timing, rather than treating honesty and kindness as strictly opposed, since outright lying can erode trust while blunt honesty can needlessly harm.",,,,,
q0234,Explain the difference between moral relativism and moral objectivism.,philosophy_ethics,medium,"Moral relativism holds that moral truths are relative to individual or cultural perspectives, with no universal standard, while moral objectivism holds that at least some moral truths are universal and apply regardless of culture or opinion.",,,,,
q0235,Should individuals be held morally responsible for actions taken under extreme coercion? Explain your reasoning.,philosophy_ethics,medium,"Most ethical frameworks reduce or eliminate moral responsibility under extreme coercion, since genuine free choice is compromised; however, some responsibility may remain if the person had any viable alternative, since the degree of coercion and the severity of the coerced act both matter.",,,,,
q0236,Find the derivative of f(x) = 3x^4 - 5x^3 + 2x - 7.,mathematics,hard,f'(x) = 12x^3 - 15x^2 + 2,,,,,
q0237,Evaluate the integral of (2x + 3) dx.,mathematics,hard,x^2 + 3x + C,,,,,
q0238,Solve for x: log base 2 of x plus log base 2 of (x - 2) equals 3.,mathematics,hard,"x = 4. Since log2(x(x-2)) = 3, x(x-2) = 8, giving x^2 - 2x - 8 = 0, which factors as (x-4)(x+2) = 0. x = -2 is rejected since the log of a negative number is undefined, so x = 4.",,,,,
q0239,Find the limit as x approaches 0 of sin(x)/x.,mathematics,hard,"1, a standard limit result derivable via the squeeze theorem or L'Hopital's rule.",,,,,
q0240,A committee of 4 people is to be chosen from a group of 6 men and 5 women. In how many ways can this be done if the committee must include exactly 2 men and 2 women?,mathematics,hard,"150 ways: C(6,2) x C(5,2) = 15 x 10 = 150",,,,,
q0241,Prove that the sum of two even numbers is always even.,mathematics,hard,"Let the two even numbers be 2m and 2n for integers m and n. Their sum is 2m + 2n = 2(m + n), which is divisible by 2 by definition, so the sum is even. QED.",,,,,
q0242,"Find the eigenvalues of the matrix [[2, 1], [1, 2]].",mathematics,hard,"Eigenvalues are 1 and 3. Solving det(A - lambda*I) = (2-lambda)^2 - 1 = 0 gives lambda^2 - 4*lambda + 3 = 0, which factors as (lambda-1)(lambda-3) = 0.",,,,,
q0243,What is the sum of the infinite geometric series 1 + 1/2 + 1/4 + 1/8 + ...?,mathematics,hard,"2, using the formula sum = a / (1 - r) = 1 / (1 - 0.5) = 2",,,,,
q0244,"Solve the differential equation dy/dx = 3y, given y(0) = 2.",mathematics,hard,y = 2 * e^(3x),,,,,
q0245,A right circular cone has a radius of 3 and height of 4. What is its volume and slant height?,mathematics,hard,"Volume = (1/3) * pi * r^2 * h = (1/3) * pi * 9 * 4 = 12*pi, approximately 37.7. Slant height = sqrt(r^2 + h^2) = sqrt(9 + 16) = 5",,,,,
q0246,Prove that the square root of 2 is irrational.,mathematics,hard,"Assume for contradiction that sqrt(2) = p/q in lowest terms, with p and q integers and gcd(p,q)=1. Then 2 = p^2/q^2, so p^2 = 2*q^2, meaning p^2 is even, so p is even. Let p = 2k. Then 4k^2 = 2q^2, so q^2 = 2k^2, meaning q is also even. But this contradicts gcd(p,q)=1, since both cannot be even. Hence sqrt(2) cannot be rational. QED.",,,,,
q0247,"What is the determinant of the matrix [[1, 2, 3], [0, 1, 4], [5, 6, 0]]?",mathematics,hard,1. Expanding along the first row: 1*(1*0 - 4*6) - 2*(0*0 - 4*5) + 3*(0*6 - 1*5) = 1*(-24) - 2*(-20) + 3*(-5) = -24 + 40 - 15 = 1,,,,,
q0248,"Find all solutions to the equation cos(2x) = 0 for x in [0, 2*pi).",mathematics,hard,"x = pi/4, 3*pi/4, 5*pi/4, 7*pi/4. Since 2x = pi/2 + k*pi, x = pi/4 + k*pi/2, giving four solutions in the interval [0, 2*pi).",,,,,
q0249,"A population of bacteria grows according to P(t) = 500 * e^(0.3t), where t is in hours. How long does it take for the population to double?",mathematics,hard,"t = ln(2) / 0.3, approximately 2.31 hours. Solving 1000 = 500*e^(0.3t) gives 2 = e^(0.3t), so t = ln(2)/0.3.",,,,,
q0250,"Using the binomial theorem, find the coefficient of x^3 in the expansion of (x + 2)^5.",mathematics,hard,"40. The general term is C(5,k) * x^k * 2^(5-k). For x^3, k=3: C(5,3) = 10 and 2^(5-3) = 4, so the coefficient is 10 * 4 = 40.",,,,,
q0251,"Write a Python function to check if a string is a palindrome, ignoring case and spaces.",programming,hard,"def is_palindrome(s):
    cleaned = ''.join(c.lower() for c in s if c.isalnum())
    return cleaned == cleaned[::-1]",,,,,
q0252,What is the time complexity of quicksort in the average case and worst case?,programming,hard,"Average case: O(n log n). Worst case: O(n^2), which occurs when the pivot selection consistently produces highly unbalanced partitions, such as with already-sorted input and a naive pivot choice.",,,,,
q0253,Write a Python function to find the nth Fibonacci number using memoization.,programming,hard,"def fib(n, memo={}):
    if n in memo:
        return memo[n]
    if n <= 1:
        return n
    memo[n] = fib(n-1, memo) + fib(n-2, memo)
    return memo[n]",,,,,
q0254,"Explain the difference between a stack and a queue, and give a real-world example use case for each.",programming,hard,"A stack is a LIFO (last-in, first-out) structure, like a stack of plates where the last one placed is the first removed, commonly used for undo functionality or function call stacks. A queue is a FIFO (first-in, first-out) structure, like a line of people where the first one in line is served first, commonly used for task scheduling or print queues.",,,,,
q0255,"What will the following code output, and why? def f(a, b=[]):
    b.append(a)
    return b
print(f(1))
print(f(2))",programming,hard,"It prints [1] then [1, 2]. Default mutable arguments in Python are created once when the function is defined, not on each call, so the same list object persists and accumulates values across calls, a common Python pitfall.",,,,,
q0256,"Write a SQL query to find the second-highest salary from an ""employees"" table.",programming,hard,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);,,,,,
q0257,"Given an array of integers, write a Python function to find two numbers that sum to a target value, returning their indices, in O(n) time.",programming,hard,"def two_sum(nums, target):
    seen = {}
    for i, n in enumerate(nums):
        complement = target - n
        if complement in seen:
            return [seen[complement], i]
        seen[n] = i
    return []",,,,,
q0258,"Explain what a race condition is in concurrent programming, and give an example of how it can occur.",programming,hard,"A race condition occurs when multiple threads or processes access and modify shared data concurrently, and the final outcome depends on the unpredictable timing or order of execution. For example, if two threads both read a shared counter's value, increment it locally, and write it back without synchronization, one increment can be lost because both threads may read the same initial value before either writes back.",,,,,
q0259,"What is the difference between depth-first search (DFS) and breadth-first search (BFS) in graph traversal, and when would you prefer one over the other?",programming,hard,"DFS explores as far as possible along each branch before backtracking, typically using a stack or recursion, while BFS explores all neighbors at the current depth before moving deeper, typically using a queue. BFS is preferred for finding the shortest path in unweighted graphs, while DFS is often preferred for tasks like topological sorting, cycle detection, or when memory is a concern and the target is likely to be found without exhaustive exploration.",,,,,
q0260,"Debug this code: it's supposed to return the sum of a list but throws an error. def sum_list(lst):
    total = 0
    for i in range(len(lst) + 1):
        total += lst[i]
    return total",programming,hard,"The bug is range(len(lst) + 1), which goes one index too far and causes an IndexError. It should be range(len(lst)), or more simply, iterate directly over lst instead of indices, or just use the built-in sum(lst).",,,,,
q0261,"What is Big-O notation, and why is O(n log n) generally considered a ""good"" complexity for sorting algorithms?",programming,hard,"Big-O notation describes the upper bound of an algorithm's growth rate in terms of input size, used to characterize time or space complexity. O(n log n) is considered good for sorting because it is the proven lower bound for comparison-based sorting algorithms, meaning you cannot do better in the general case, and it scales much better than O(n^2) algorithms for large inputs.",,,,,
q0262,Write a Python function that checks whether a given binary tree is a valid binary search tree.,programming,hard,"def is_bst(node, low=float('-inf'), high=float('inf')):
    if node is None:
        return True
    if not (low < node.val < high):
        return False
    return is_bst(node.left, low, node.val) and is_bst(node.right, node.val, high)",,,,,
q0263,"Explain the concept of ""dynamic programming"" and how it differs from plain recursion, using the Fibonacci sequence as an example.",programming,hard,"Dynamic programming solves problems by breaking them into overlapping subproblems and caching their results to avoid redundant computation, whereas plain recursion recomputes the same subproblems repeatedly. For Fibonacci, naive recursion has exponential time complexity O(2^n) because it recomputes the same values many times, while a DP approach using memoization or bottom-up tabulation reduces this to O(n) by storing previously computed Fibonacci values.",,,,,
q0264,"What is a hash collision, and name one common strategy to handle it in a hash table implementation.",programming,hard,"A hash collision occurs when two different keys hash to the same index or bucket in a hash table. A common strategy to handle it is chaining, where each bucket holds a linked list or similar structure of all entries that hash to that index; another common strategy is open addressing, which probes to find the next available slot.",,,,,
q0265,Write a Python generator function that yields prime numbers indefinitely.,programming,hard,"def primes():
    yield 2
    found = [2]
    n = 3
    while True:
        if all(n % p != 0 for p in found if p * p <= n):
            found.append(n)
            yield n
        n += 2",,,,,
q0266,"What does the term ""idempotent"" mean in the context of REST APIs, and which HTTP methods are typically idempotent?",programming,hard,"An idempotent operation produces the same result no matter how many times it is performed. In REST APIs, GET, PUT, and DELETE are typically idempotent, since repeating them has the same effect as doing them once, while POST is typically not idempotent, since repeating it can create multiple resources.",,,,,
q0267,"Explain the difference between process-based and thread-based concurrency, including one tradeoff of each.",programming,hard,"Processes have separate memory spaces and are isolated from each other, making them safer but more expensive to create and communicate between, requiring inter-process communication. Threads share the same memory space within a process, making them lighter-weight and faster to communicate, but more prone to issues like race conditions since they can directly access shared data.",,,,,
q0268,"Write a Python function to detect if a linked list contains a cycle, using Floyd's cycle detection algorithm.",programming,hard,"def has_cycle(head):
    slow, fast = head, head
    while fast and fast.next:
        slow = slow.next
        fast = fast.next.next
        if slow == fast:
            return True
    return False",,,,,
q0269,"What is the CAP theorem in distributed systems, and what does it imply about system design tradeoffs?",programming,hard,"The CAP theorem states that a distributed system can only guarantee two of the following three properties simultaneously: Consistency, meaning all nodes see the same data at the same time; Availability, meaning every request receives a response; and Partition tolerance, meaning the system continues to operate despite network partitions. Since network partitions are generally unavoidable in real distributed systems, designers must choose to prioritize either consistency or availability when a partition occurs.",,,,,
q0270,"Given a large log file too big to fit in memory, describe an approach to find the top 10 most frequent words efficiently.",programming,hard,"Use a streaming approach: read the file line by line without loading it all into memory, maintain a hash map of word counts as you go, or use external sorting or map-reduce for extremely large files, and then use a min-heap of size 10 to track the top 10 most frequent words, updating it as counts are finalized. This avoids needing to sort the entire dataset and keeps memory usage bounded.",,,,,
q0271,"Four people (A, B, C, D) need to cross a bridge at night with one flashlight. At most 2 can cross at a time, and any group crossing must walk at the slower person's pace. Their crossing times alone are 1, 2, 7, and 10 minutes. What is the minimum total time for all four to cross?",logic_reasoning,hard,"17 minutes. Strategy: A and B cross (2 min), A returns (1 min), C and D cross (10 min), B returns (2 min), A and B cross again (2 min). Total = 2+1+10+2+2 = 17 minutes.",,,,,
q0272,"You are in a room with three light switches, each corresponding to one of three bulbs in another room which you cannot see. You may flip the switches as much as you like, but can only enter the other room once. How do you determine which switch controls which bulb?",logic_reasoning,hard,"Turn on switch 1 and leave it on for a few minutes, then turn it off and turn on switch 2, leaving switch 3 off. Enter the room: the bulb that is on corresponds to switch 2; the bulb that is off but warm corresponds to switch 1; the bulb that is off and cold corresponds to switch 3.",,,,,
q0273,"There are 12 identical-looking balls, one of which is either heavier or lighter than the rest (unknown which). Using a balance scale only 3 times, how can you identify the odd ball and whether it's heavier or lighter?",logic_reasoning,hard,"Divide the 12 balls into three groups of 4. Weigh group A vs group B. If balanced, the odd ball is in group C; otherwise it is in the heavier or lighter group indicated by the imbalance. This narrows the search to 4 candidates with a known direction, or an unknown direction if group C is implicated. The remaining two weighings use a systematic subdivision, weighing selected subsets against each other (including swapping some known-good balls in), to isolate the single odd ball and determine whether it is heavy or light. This is the classic '12 balls' puzzle, solvable in exactly 3 weighings.",,,,,
q0274,"In a certain code language, ""PENCIL"" is written as ""QFODJM"". How would ""BOOK"" be written in the same code?",logic_reasoning,hard,"""CPPL"". Each letter is shifted forward by one position in the alphabet (P->Q, E->F, N->O, C->D, I->J, L->M), so applying the same shift to BOOK gives B->C, O->P, O->P, K->L, resulting in ""CPPL"".",,,,,
q0275,"A man looks at a photograph and says, ""I have no siblings, but that man's father is my father's son."" Who is in the photograph?",logic_reasoning,hard,"The man's son. Since the speaker has no siblings, 'my father's son' refers to the speaker himself. So the statement means 'that man's father is me,' meaning the photograph shows the speaker's own son.",,,,,
q0276,"Five houses in a row are painted different colors, and their owners have different nationalities and drink different beverages (a simplified version of the classic Zebra Puzzle). Given: (1) The Brit lives in the red house. (2) The Swede keeps dogs. (3) The Dane drinks tea. (4) The green house is immediately to the left of the white house. (5) The green house owner drinks coffee. Based only on these clues, can we determine who owns the fish? Explain why or why not.",logic_reasoning,hard,"No, we cannot determine who owns the fish with only these five clues. The full Zebra Puzzle requires all 15 of its original clues to uniquely determine every attribute, including who owns the fish. With only these five, there is not enough information to sufficiently constrain house positions and pet ownership.",,,,,
q0277,"A snail is at the bottom of a 20-foot well. Each day it climbs up 3 feet, but each night it slides back down 2 feet. How many days does it take the snail to reach the top of the well?",logic_reasoning,hard,"18 days. Each full day-night cycle nets 1 foot of progress, but on the final day, once the snail reaches or exceeds 20 feet during its climb, it does not slide back. After 17 days it has net climbed 17 feet; on day 18 it climbs 3 more feet, reaching exactly 20 feet and escaping the well before nightfall.",,,,,
q0278,"In a room of 23 people, what is the approximate probability that at least two share the same birthday, ignoring leap years? Explain the reasoning briefly.",logic_reasoning,hard,"Approximately 50.7%. This is the classic 'birthday paradox.' Calculating the probability that no two people share a birthday, by multiplying 365/365 x 364/365 x ... x 343/365, and subtracting the result from 1, shows the probability of at least one shared birthday crosses 50% at just 23 people, due to the large number of pairwise comparisons, 253 pairs, relative to 365 possible birthdays.",,,,,
q0279,"A knight always tells the truth, and a knave always lies. You meet two people, X and Y. X says, ""At least one of us is a knave."" What are X and Y?",logic_reasoning,hard,"X is a knight and Y is a knave. If X were a knave, X's statement would be a lie, meaning it would be false that at least one of them is a knave, but X being a knave makes the statement true, a contradiction. So X must be a knight, meaning the statement is true, and since X is not a knave, Y must be the knave for the statement to hold.",,,,,
q0280,"You have 8 identical-looking coins, one of which is counterfeit and slightly lighter than the rest. Using a balance scale exactly 2 times, how can you identify the counterfeit coin?",logic_reasoning,hard,"Divide the coins into three groups: 3, 3, and 2. Weigh the two groups of 3 against each other. If they balance, the counterfeit is among the remaining 2; weigh those two against each other to find the lighter one. If they don't balance, the counterfeit is in the lighter group of 3; take that group, weigh 1 coin against another, leaving one aside. If they balance, the set-aside coin is counterfeit; otherwise the lighter one on the scale is.",,,,,
q0281,"A jar contains only red and blue marbles, 10 total. If you pick 2 marbles at random without replacement, the probability both are red is 1/3. How many red marbles are in the jar?",logic_reasoning,hard,"6 red marbles. Let r be the number of red marbles. P(both red) = (r/10) x ((r-1)/9) = 1/3, so r(r-1) = 30, giving r^2 - r - 30 = 0, which factors as (r-6)(r+5) = 0, so r = 6 (rejecting the negative solution). Check: (6/10) x (5/9) = 30/90 = 1/3.",,,,,
q0282,"Two trains leave stations 500 miles apart at the same time, heading toward each other, one at 60 mph and the other at 90 mph. A bird starts at the first train, flies back and forth between the two trains at 120 mph until they meet. How far does the bird travel in total?",logic_reasoning,hard,"400 miles. The trains close the 500-mile gap at a combined speed of 150 mph, meeting after 500/150 = 10/3 hours. The bird flies continuously at 120 mph for that same duration, covering 120 x 10/3 = 400 miles, regardless of its back-and-forth path.",,,,,
q0283,"Derive the formula for the period of a simple pendulum for small oscillations, starting from the restoring torque.",science_physics,hard,"For small angles, the restoring torque on a pendulum of length L and mass m is tau = -m*g*L*sin(theta), approximately -m*g*L*theta for small theta. Using tau = I*alpha where I = m*L^2 for a point mass, we get m*L^2*theta'' = -m*g*L*theta, so theta'' = -(g/L)*theta. This is simple harmonic motion with angular frequency omega = sqrt(g/L), so the period T = 2*pi/omega = 2*pi*sqrt(L/g).",,,,,
q0284,"A satellite orbits Earth at a radius r. Derive an expression for its orbital speed in terms of Earth's mass M, r, and the gravitational constant G.",science_physics,hard,"For a circular orbit, gravitational force provides the centripetal force: G*M*m/r^2 = m*v^2/r. Solving for v: v^2 = G*M/r, so v = sqrt(G*M/r).",,,,,
q0285,"Explain, using special relativity, why nothing with mass can reach the speed of light.",science_physics,hard,"As an object with mass accelerates, its relativistic kinetic energy increases according to E = m*c^2*(gamma - 1), where gamma = 1/sqrt(1 - v^2/c^2) approaches infinity as v approaches c. This means an infinite amount of energy would be required to accelerate a massive object to the speed of light, which is physically impossible.",,,,,
q0286,"Two resistors of 4 ohms and 6 ohms are connected in parallel. What is the equivalent resistance, and what happens to total current compared to a single 4-ohm resistor at the same voltage?",science_physics,hard,"Equivalent resistance = (4*6)/(4+6) = 24/10 = 2.4 ohms. Since this is less than either individual resistor, the total current drawn from the source increases compared to using just the 4-ohm resistor alone, because parallel resistors provide multiple paths, lowering overall resistance.",,,,,
q0287,"Using conservation of energy, find the speed of a 2 kg block at the bottom of a frictionless 5-meter-high ramp, starting from rest.",science_physics,hard,"Using m*g*h = (1/2)*m*v^2, v = sqrt(2*g*h) = sqrt(2 * 9.8 * 5) = sqrt(98), approximately 9.9 m/s. Note the mass cancels out of the equation.",,,,,
q0288,Explain the photoelectric effect and why it could not be explained by the classical wave theory of light.,science_physics,hard,"The photoelectric effect is the emission of electrons from a metal surface when light shines on it, but only if the light's frequency exceeds a certain threshold, regardless of intensity. Classical wave theory predicted that higher intensity light, regardless of frequency, should eventually eject electrons, and that increasing intensity should increase electron kinetic energy; neither matched observations. Einstein explained it by proposing light is quantized into photons with energy E = h*f; only photons above a threshold frequency have enough energy to eject electrons, and increasing intensity increases the number of ejected electrons, not their individual energy.",,,,,
q0289,A projectile is launched at an angle of 45 degrees with an initial speed of 20 m/s. Calculate its maximum height and range (use g = 9.8 m/s^2).,science_physics,hard,"Max height = (v^2 * sin^2(theta)) / (2*g) = (400 * 0.5) / 19.6, approximately 10.2 m. Range = (v^2 * sin(2*theta)) / g = (400 * 1) / 9.8, approximately 40.8 m, since sin(90 degrees) = 1 at a 45-degree launch angle, which maximizes range.",,,,,
q0290,"A spacecraft needs to escape Earth's gravitational field entirely. Derive the escape velocity formula in terms of G, M (Earth's mass), and R (Earth's radius), and calculate its approximate value.",science_physics,hard,"Escape velocity is found by setting kinetic energy equal to the gravitational potential energy needed to reach infinite distance: (1/2)*m*v^2 = G*M*m/R, solving for v gives v = sqrt(2*G*M/R). Using G ~= 6.674e-11, M ~= 5.97e24 kg, and R ~= 6.371e6 m, this gives v ~= sqrt(1.251e8) ~= 11,186 m/s, approximately 11.2 km/s.",,,,,
q0291,Explain the mechanism by which a catalyst increases the rate of a chemical reaction without being consumed.,science_chemistry,hard,"A catalyst provides an alternative reaction pathway with a lower activation energy, allowing a greater fraction of reactant molecules to have sufficient energy to react at a given temperature. It participates in intermediate steps of the reaction but is regenerated by the end, so it is not consumed overall.",,,,,
q0292,"Given the reaction N2 + 3H2 -> 2NH3, if you start with 4 moles of N2 and 9 moles of H2, which is the limiting reactant, and how many moles of NH3 can be produced?",science_chemistry,hard,"H2 is the limiting reactant. 9 moles of H2 would require 3 moles of N2 in the 1:3 ratio, leaving 1 mole of N2 unreacted out of the 4 moles available. The 9 moles of H2 produces 9 x (2/3) = 6 moles of NH3.",,,,,
q0293,Explain why the pH of a buffer solution resists significant change when small amounts of acid or base are added.,science_chemistry,hard,"A buffer contains a weak acid and its conjugate base, or a weak base and its conjugate acid, in significant concentrations. Added acid is neutralized by the conjugate base component, and added base is neutralized by the weak acid component, so the ratio of the two, and thus the pH per the Henderson-Hasselbalch equation, changes only slightly.",,,,,
q0294,Describe the difference between SN1 and SN2 reaction mechanisms in organic chemistry.,science_chemistry,hard,"SN2 reactions occur in a single concerted step where the nucleophile attacks the substrate from the opposite side of the leaving group, causing inversion of stereochemistry; the rate depends on both nucleophile and substrate concentration, making it second-order, and it is favored by less hindered, primary substrates. SN1 reactions occur in two steps via a carbocation intermediate, where the leaving group departs first; the rate depends only on substrate concentration, making it first-order, and it is favored by more stable carbocations in tertiary substrates, often resulting in racemization.",,,,,
q0295,"Explain, using molecular orbital theory, why the O2 molecule is paramagnetic.",science_chemistry,hard,"Molecular orbital theory predicts that O2 has two unpaired electrons in its degenerate pi-antibonding orbitals, based on filling molecular orbitals in order of increasing energy. Unpaired electrons make a substance paramagnetic, meaning it is attracted to a magnetic field, which matches experimental observation, whereas simple Lewis structures, predicting all paired electrons in a double bond, fail to explain this property.",,,,,
q0296,"A 0.1 M solution of a weak acid HA has a pH of 3. Estimate the acid dissociation constant, Ka.",science_chemistry,hard,"[H+] = 10^-3 M. Assuming x = [H+] = [A-] and an initial concentration of 0.1 M, Ka is approximately x^2 / (0.1 - x), approximately (10^-3)^2 / 0.1 = 10^-6 / 0.1 = 1 x 10^-5, an approximation valid since x is small relative to 0.1.",,,,,
q0297,Explain how CRISPR-Cas9 gene editing technology works at a molecular level.,science_biology,hard,"CRISPR-Cas9 uses a guide RNA designed to match a specific target DNA sequence; the guide RNA directs the Cas9 enzyme to bind that location in the genome. Cas9 then creates a double-strand break in the DNA at the target site. The cell's natural repair mechanisms, either non-homologous end joining, which can disrupt the gene, or homology-directed repair using a provided DNA template, which can insert or correct specific sequences, then repair the break, allowing precise editing.",,,,,
q0298,Describe the process of oxidative phosphorylation and its role in ATP production.,science_biology,hard,"Oxidative phosphorylation occurs in the inner mitochondrial membrane, where electrons from NADH and FADH2, generated in glycolysis and the citric acid cycle, pass through the electron transport chain, releasing energy used to pump protons across the membrane and create an electrochemical gradient. Protons flow back through ATP synthase, which uses this flow to phosphorylate ADP into ATP; this process generates the majority of ATP in aerobic respiration.",,,,,
q0299,Explain how the structure of DNA allows it to be both stable and capable of accurate replication.,science_biology,hard,"DNA's double helix structure, held together by hydrogen bonds between complementary base pairs, A-T and G-C, and stabilized by the sugar-phosphate backbone, provides chemical stability. The complementary base pairing also enables semi-conservative replication: each strand serves as a template for synthesizing a new complementary strand, ensuring the genetic information is accurately copied, with each daughter DNA molecule containing one original and one new strand.",,,,,
q0300,Explain the concept of genetic drift and how it differs from natural selection as a mechanism of evolution.,science_biology,hard,"Genetic drift refers to random fluctuations in allele frequencies within a population due to chance events, rather than any advantage or disadvantage the alleles confer, and it has a particularly strong effect in small populations. This differs from natural selection, where allele frequency changes are driven by differential survival and reproduction based on how traits affect fitness in a given environment, making it a non-random process.",,,,,
q0301,"Explain how vaccines can create ""herd immunity"" and why a certain threshold of vaccination coverage is typically needed.",science_biology,hard,"Herd immunity occurs when a sufficient proportion of a population is immune to a disease, through vaccination or prior infection, making it difficult for the pathogen to spread and indirectly protecting even unvaccinated individuals. The required threshold depends on the pathogen's basic reproduction number, R0; the higher the R0, meaning the more contagious the disease, the higher the vaccination coverage needed to reduce the effective reproduction number below 1 and halt sustained transmission.",,,,,
q0302,"Describe the role of telomeres in cellular aging, and explain why telomerase activity is relevant to both aging and cancer.",science_biology,hard,"Telomeres are repetitive DNA sequences at chromosome ends that shorten with each cell division due to limitations of the DNA replication machinery; when telomeres become critically short, cells typically enter senescence or apoptosis, contributing to aging. Telomerase is an enzyme that can rebuild telomeres, and while it is largely inactive in most adult somatic cells, contributing to their limited replicative lifespan, many cancer cells reactivate telomerase, allowing them to divide indefinitely, which is one hallmark of cancer.",,,,,
q0303,"A company's quarterly report shows revenue grew 15% year-over-year to $23 million, but net profit margin fell from 12% to 8%. Operating expenses grew 22% due to a new hiring push, and the company also took on $5 million in new debt to fund expansion. As an analyst, what are the key concerns you would raise about this quarter's performance?",long_context_domain_analysis,hard,"Key concerns include: profit margin compression despite revenue growth suggests costs are outpacing revenue, which is unsustainable if it continues; the 22% growth in operating expenses, faster than the 15% revenue growth, indicates the hiring push may not yet be generating proportional returns, or spending discipline is weak; and the added $5 million in debt increases financial risk and interest obligations, which could further pressure margins. A prudent analyst would want to know whether expense growth is a temporary investment expected to pay off, such as new hires ramping toward productivity, or a structural cost problem, and would monitor next quarter's margin trend closely before drawing firm conclusions.",,,,,
